Comment_ID,Lemmatized_Review,Label
301,1,Nötr
302,im world biggest bong joonho fan loved memory murder liked host okja didnt care snowpiercer mother there doubt he one bigger filmmaking talent working today parasite he pretty much worked towards strength delivered one creative entertainingly bonkers film ive ever seen,Pozitif
303,best picture 2020 fucking joke im shaking,Pozitif
304,thats metaphorical kiwoo,Nötr
305,parasite like bong joon ho movie cross different genre relative ease,Pozitif
306,word,Nötr
307,genuinely believe well never get oscar winner good,Pozitif
308,yeah took forever see failed letterboxd community film bros cinephiles,Negatif
309,listened learned almost nothing beforehand holy crap im glad emotion experienced watching ran full spectrum,Pozitif
310,havent watched wanted attention tell croatia fuck,Negatif
311,guess someone like bong joonho could made comedydramathriller internal class manipulation social invisible war without ever surrendering becoming politically partisan one side diminish left wing specifically usual filmmaker tend appeal make small masterpiece like parasite maybe inspired directing writing ever since mistery murder dare say every single detail going behind movie work beautifully well screen let know since start master movie nothing,Pozitif
312,im serious keep following,Negatif
313,cant believe taken watch masterpiece holy shit im loss word genuinely one best film ive ever seen went five stage grief watching film fr,Pozitif
314,obviously im late game one im sure everything could said said point lem throw thought ofc movie good didnt know much movie would abt going let saw favorite thing parasite tho easily suspenseful feeling feel every scene building building tension rising cant take longer youre waiting hell break loose anddd boom ya go peace gangsta,Pozitif
315,could imagine reaction audience member would seeing godfather shawshank redemption first time release similar treat movie already claimed best time status bong joon ho perfect genre blend dark comedy thriller social satire make one greatest film ive ever pleasure seeing stunning visual storytelling differentiates two class family without feeling nose protentious instance rain storm park might seem like beautiful thing people like kims detriment destructive force inflict massive damage home demonstrates two different meaning event two different class done stunning symbolism breathtaking cinematography technical mastery also extremely funny type humour implemented smart clever stay true kind character people unlike lot hollywoodised film lower class character portrayed extremely intelligent people survive way widdle exclusive position high class family extremely clever well done well wealthy family isnt portrayed complete villain idiot film doesnt give reason hate also see lower class family coming hatred anger towards people begin grow there certain point story film shift longer remains funny turn extremely serious film im almost tempted use word scary describing event occur say everything happens feel plausible real there glitz glamour sugar coated top dark twisted story subtle imagery shown throughout film creates narrative make understand character coming lot film fall short knowing theyre showing much film understands brilliantly leaf lot ambiguous work perfectly make create scenario head happen character tomorrow film thinking long watch know classic hand thats exactly parasite,Pozitif
316,yeah perfect,Pozitif
317,best parasiteicture,Pozitif
318,tiff 2019 film 2 special presentation canadian premiere,Pozitif
319,idea took long rewatch realize perfect movie,Pozitif
320,nothing like expecting story different slanted view life trip good movie must see wont give away story title misleading dont judge weather see type movie title waited see long title thought going another type movie give try havent already,Negatif
321,yup really greatest film time,Pozitif
322,bong joonho lay thick doesnt even allegory bro,Nötr
323,dog really cute love thats say dont want spoil experience incredible believe hypeeee,Pozitif
324,dog farted hard couldnt read subtitle,Negatif
325,im broken record point 2019 really incredible year film,Negatif
326,qa bong called parasite staircase movie little know inspired term project 3 mind 3,Pozitif
327,one time wish letterboxd let u give rating higher 5 star,Pozitif
328,house flooded would also sit toilet chainsmoke,Nötr
329,truly mile ahead every movie released last year,Pozitif
330,bong joon ho parasite really return form south korean director leaving fantasy genre aside going back much grounded direction still embrace fun social commentary weve come love creating flawless masterwork great entertaining exercise tension,Pozitif
331,perhaps explicit class commentary recent year divide wealth class working class much way american beauty explicitly hit home generation yearning escape empty soulless cubicle existence 1999 film perfectly captured zeitgeist moment skyrocketed popularity grabbed plethora award including best picture oscar,Pozitif
332,mom liked respectable hit neon put work,Pozitif
333,metaphorical,Nötr
334,earth attempting rid infection human parasite,Nötr
335,movie challenge recommended friend,Pozitif
336,never said bad thing academy academy friend besties hang time weed roll,Pozitif
337,peach scene alone perfect enough earn every award,Pozitif
338,quite honestly word,Pozitif
339,film full cheat fraud sociopath family unit love truly deeply nobody else,Pozitif
340,part 9 january film list,Nötr
341,100word review prefacing saying someone distaste bong joonhos filmography historically contrarian come virtually unanimously beloved film put watching parasite afraid would wind giving three star fortunately case indeed great loved bluntness moral bottom ten percent fighting scarp top ten percent instead uniting common struggle physical manifestation one family living threequarters underground family even deeper underground candid greatness,Pozitif
342,tragic comedy thriller serf powerful social satire exploring capitalistic class inequality toxic darker side human greed though storyline feel far fetched impactful narrative detailing execution make wholesome cinematic experience cinematography editing dialogue performance outstanding metaphor strong throughout climax sum frustration lack awareness sympathy groundbreaking way masterpiece bong joonho,Pozitif
343,second time around could really appreciate well film made genuinely think single flaw every scene fluid perfect much foreshadowing little important detail everywhere even though every frame pixel already studied microscope everyone still fun trying decipher,Pozitif
344,watching second time excited focus photography sound nope got sucked deeply story first time,Pozitif
345,guy got ta let know something revolutionary take film im absolutely positive nobody else stated platform anywhere general get ready go,Pozitif
346,2019 would held social network definitive 2010s movie finchers masterpiece would gotten away werent bong joon ho meddling little parasite,Pozitif
347,giving bong joonho award really deserved movie thing academy ever done right,Pozitif
348,cockroach scurrying dark corner soul scatter bathed warm glow bong joonhos brilliance hollywood dead long live new korean overlord,Pozitif
349,parasite masterpiece drakly funny superbly directed movie flawlessly combine many tone genre delivers social commentary way thats thrilling always entertaining,Pozitif
350,would kinder,Pozitif
351,make plan life doesnt work way,Nötr
352,light brisk jog amp tense strenuous sprint blindside tackle send careening floor sleek precise exhilarating bong joonho flex directorial prowess beast film nothing hit fan way korean cinema,Nötr
353,holy fuck speechless literally best film 2019 better get fucking recognition 2020 award season please trip worth every single minute guy fuck everyone please watch masterpiece asap,Pozitif
354,anyone else feeling nostalgic 20192020 award season,Pozitif
355,society like tho,Pozitif
356,yes best picture could tell,Pozitif
357,yeah aboard hype train one pretty sick,Pozitif
358,one thing really appreciated okja snowpiercer bong joonho construct story serve clear shamelessly unsubtle metaphor also genuinely engaging narrative exception,Pozitif
359,ive never paused movie many damn time,Negatif
360,black whitemonochrome cut,Negatif
361,forget first part movie hilarious,Pozitif
362,imagine sitting toilet cubicle work refreshing academy twitter page 100 time realising got best picture right,Pozitif
363,john oscar 2020,Nötr
364,quick expansionclarification idea original thorough review,Pozitif
365,anyone seen,Nötr
366,circle small yall crazy,Negatif
367,believe less year ago best picture oscar time isnt real,Pozitif
368,nothing utmost fucking respect year best picture winner holy shit,Pozitif
369,performance sucked every bizarre fold writing always surprising wildly efficient also impressive feat weave disparate tone skill film imagine ill keep thinking,Nötr
370,im saying bad anything think couldve done better job,Negatif
371,mild spoiler ahead,Nötr
372,dont even know say perfect speaks single flaw sight cinematic masterpiece cinematic masterpiece love cinema,Pozitif
373,talk living hype one crucial scene third act give little pause perhaps iron rewatches bong joonhos command craft second none single wasted moment love way telegraph narrative small detail also hilarious shocking took second half get full swing thing wouldnt let go,Pozitif
374,there literally nothing say hasnt already said masterpiece truly phenomenon quite possibly best writing film ive seen garden party scene fucking incredible oh god fuck mf dont give 5 star rating else need,Pozitif
375,tried watching parasite million time couldnt get past 30 min today forced watch throughout end expectation high goddamn directing film acting absolutely phenomenal deserves every oscar win earned back 2020 thought parasite horror film intense thriller film watching throughout first hour kinda bored like part everyone practice get recruited show family experience every field work especially kijung like fucking impressed lmaooo great teaching kid lmaooo didnt like slow storyline realized build character development every character liked,Pozitif
376,parasite else expect,Nötr
377,bong joonho back,Nötr
378,movie even exist,Nötr
379,dad today made plan fundamental plan im going earn money lot university career marriage fine first ill earn money money ill buy house day move mom yard sunshine nice youll need walk stair take care long,Pozitif
380,parasite immaculate level balancing theme growing class tension modern society supported tone gripping horror dark comedy high suspense remarkably engaging quickly reach state perfection ive never much anxiety stress watching film,Pozitif
381,pretty high expectation seeing number one movie app somehow exceeded,Pozitif
382,imagine hearing film absolutely phenomenal one greatest film ever made ton opportunity watch waiting 2 year watch couldnt,Pozitif
383,absolutely brilliant think movie planned take rollercoaster ride much hidden depth meaning head thinking movie 5 star,Pozitif
384,yes first time watching parasite im embarrassed,Pozitif
385,third time watching,Nötr
386,nonboring movie ever seen entire life like possible somebody find entertaining,Pozitif
387,thank bong joonho blessing masterpiece,Pozitif
388,given great advice parasite read nothing go blind trust joonho bong follow advice go see,Pozitif
389,respect,Pozitif
390,wife talked cockroach husband end living like cockroach house damn,Negatif
391,finally able watch masterpiece,Pozitif
392,one greatest film ever made film originality brilliance come every often,Pozitif
393,believe hype parasite masterpiece many level black comedy thriller horror social satire deep socioeconomic statement thats timely,Pozitif
394,bong joonhos least imaginative film date perhaps fact least bong film he made one thing make bong two international coproductions snowpiercer okja disappointing absence geographical political specificity critique capitalism extension bong aesthetic specificity case snowpiercer bong commentary class struggle especially feeble precisely attack global capitalist order remains abstract okja arguably better job regard much seems bong yet recover international coproduction malady spite return home ground baffled david ehrlich vapid assertion parasite bong joonho become genre unto might want revisit memory murder host mother rethink wrote worst parasite feel like parody bong greatest hit,Negatif
395,today birthday decided celebrate watching masterpiece,Pozitif
396,literally best thing ive ever done go movie blind knowing anything plot first time saw finished like well could predicted gone million different way way hell could predicted,Pozitif
397,dont watch trailer dont read anything watching considering ill try vague possible review,Negatif
398,parasitic master bong joonho ranked,Nötr
399,greatest movie time idk ho maybe dont make rule,Pozitif
400,know moment parasite go 00000 circa 20711 wow moment ill never forget moment reason film award best original screenplay international feature film directing first time oscar history nonenglish language film best picture wow time alive,Pozitif
401,fevered class rich dreary clear front warm grazing light deceit establishment clean pretty much everything id expect bong hit mix genre influence heavy thematic energy overwhelming charm poetic visage unfortunately movie hype immense extreme came disappointed didnt really see anyone else seeing good movie great director there nothing exactly remarkable lifechanging beautifully shot expertly written movie tight perfectly orchestrated man who master craft sadly bong made much better movie glad loved many people yes also wish yall energy mother host came also yes,Pozitif
402,imagine allergic peach,Negatif
403,hey guy im logging watched im logging friend trying find movie watch may want watch movie recommend may slow burn drama,Pozitif
404,alright stinky mr kim go hell smelly,Negatif
405,wrote goddamn parasite film stage first review site filled spoiler work im proud huge opportunity something couldnt happened without support colleague cinematary gave platform constant supportadvice made london film festival able get article posted youve seen movie please give read let know think,Pozitif
406,biggest smile swept across face parasite tonight there nothing want watch third time continue appreciate bong masterpiece,Pozitif
407,parasite multigenre masterwork consistently escaping categorization plot twist turn transforms like rubix cube continually keeping protagonist audience uneven yet endlessly entertaining ground steady blend satirical comedy adrenalizing thrill sheer horror,Pozitif
408,believe nonsense winning award movie evil vile wrong many level movie gap rich poor movie perfectly normal family park violated family thief fraud killer pretending social commentary class difference ignorant morally bankrupt,Negatif
409,damn really shouldnt given friend job recommendation,Negatif
410,incredible,Nötr
411,there one thing hate people cross line mr park,Negatif
412,might found new favorite korean film mean wow there many layer im glad went blind didnt know expect granted knew bong would usual genre blending fact usual critique class difference south korea also making bust gut thats huge skill right stellar acting overall give park sodam character probably frustrating yet compelling kijung prof cunning throughout story setting plan kick employee yet shes lazy even think dream home would like watch really let sink dont think anything else 2019 top,Pozitif
413,metaphorical,Nötr
414,wonder going get letter back dad,Nötr
415,bong joonho luca guadagnino really know fucked thing peach,Negatif
416,listened commentary funny hearing bong watch movie go oh god jeez wow thats super extreme violence sounding genuinely disturbed movie made lol,Pozitif
417,bong better walking stair claim award season,Pozitif
418,finally waiting watchlist since day downloaded letterboxd disappoint fantastic screenplay bong joonho really hope 5 star later rewatch,Pozitif
419,like film wondering everyone gon na pack go home find another career bc one gon na able top,Pozitif
420,bong really went forgot add flaw movie,Nötr
421,super tired started wasnt sure going manage reading subtitle two hour wow holy mother parasite visually easy watch gripping id heard hype film never knew involved im glad went without knowing gasped much,Pozitif
422,greatest movie ever made certainly word cant express good film every single second film perfect bony joon ho executed every aspect flawlessly bound happen prisoner leaf top ten favourite first time year,Pozitif
423,scholar rock floating sewage water fake lighter look,Negatif
424,sure aim unpack hasnt already done hi here review note urge seek black white version,Pozitif
425,wish time energy write life hectic lately keep brief movie amazing hilarious gut wrenching smartly written gorgeously shot also lee sunkyun amazing voice haha havent seen since rpoint likeages ago watch sometime remember liking,Pozitif
426,really enjoyable movie doorbell ring old maid trying get house point nonstop anxiety attack cant look away wish kijung lived though really put damper ending otherwise think movie great,Pozitif
427,like exorcist parasite littered theme motif ascending descending except time evil isnt demonic economic,Negatif
428,watching universally beloved work art connecting every single level got one best film related experience ever created,Pozitif
429,one favorite part basementdwelling geunse mr park come face face geunse shout hello mr park respect mr park simply reply know hit differently rise elon musk fanboy,Pozitif
430,rewatch ive come appreciate film even admittedly im welldiverse whole satirical take capitalism premise say hand riveting sublime film ive seen long,Pozitif
431,think parasite good almost forget good every single level pretty much perfect point dont even think bong vision strong obviously tell everything happening front happening reason also everyone fantastic especially cho yeojeong song kangho cant imagine absolutely loving movie im happy exists ive seen 3 time funny shocking tense first time cant wait see bong next,Pozitif
432,ive finally seen film ive looking forward year first hour great simple effective funny tense punctuated great character there twist midway point surprise come nowhere completely disrupts rhythm film building seems undermine central theme class struggle presented interesting there clear divide two central family im sure anything done better handmaiden there certainly lot like enjoy itbut really left cold honest wasnt expecting first half wouldnt call parasite best film last year even personal best bong im glad got prize impressive filmography,Pozitif
433,thats call original screenplay need movie like u,Pozitif
434,bong joonho owns as,Nötr
435,watched black white version parasite one time great easily top five favourite ever acting performance directing storytelling sound writing pacing theme explores multiple genre seamlessly weaved together final act absolute perfection,Pozitif
436,think last moment sheer joy felt best picture,Pozitif
437,probably last person watch movie im glad finally got around there really nothing say affirm indeed masterpiece everyone say bong joonho one best visual storytelling blending genre crafting insanely layered shocking story technical aspect film unsurprisingly perfect impressive symbolism foreshadowing cement film classic endless rewatchability year come im glad got recognition deserved,Pozitif
438,something truely shifted movie dropped everybody moved instant classic,Nötr
439,power ballad age sweeping crescendo ultimate symphony biting commentary edge seat entertainment better conductor maestro scintillating social statement bong joonho god absolute banger,Pozitif
440,feel bad watching sooner rather later good forgive bong joon ho,Pozitif
441,spent 95 movie worrying something bad would happen dog otherwise great,Negatif
442,stratified society strongly separated breach grows almost impossible cross poverty inequality ambition uncertain future attempt disrupt social order element combined beholder witness class struggle voracity bong joonhos latest work scathing critique contemporary korean society many respect far removed different reality experience elsewhere gisaengchung truly hypnotic work constantly transforming mutating captivating mystifying intense pace shifting darkest comedy brutal drama masterly manner imbuing uneasiness tension satire social commentary immense power great eloquence irreverent visceral ingenious gisaengchung quite simply brilliant,Pozitif
443,supposed go life wtf lmao,Nötr
444,know kind plan never fails plan plan know life planned kitaek,Pozitif
445,still masterpiece still one best film time,Pozitif
446,geunsae escape bunkerand steal knifeand stab kijeong heartand traumatizes countless people partya 70 yearold man sitting behind leaned wifeand way knowing reactjust blurts outwow he really going banana,Negatif
447,bitch say masterpiece,Pozitif
448,heard parasite pretty good movie wouldnt want get lost new movie excitement one notice,Pozitif
449,holy shit first good movie,Negatif
450,easily one best film 2019,Pozitif
451,negative thing 4th viewing somebody brought cry baby theater anyway check earlier writeup masterpiece linkmediumcomqdg86fmem1,Negatif
452,shouldve kept track many time said wtf movie,Negatif
453,clockwise,Nötr
454,joining rarified air alongside la grande illusion 1937 z 1969 emigrant 1971 cry whisper 1972 life beautiful 1997 crouching tiger hidden dragon 2000 letter iwo jima 2006 babel 2006 amour 2012 rom 2018 bong joonhos dark comedy thriller parasite 2019 twelfth foreign language film nominated academy award best picture formerly academy award outstanding production,Pozitif
455,bong joonho reign parasite amazing love love love film complete total knockout brilliant dark comedy fantastic take rich people one bong joonhos best film love film thats really saying something masterclass filmmaking perfect composition every performance dialed genius screenplay much depth intelligence humor rule fucking much ahhhh cant wait see,Pozitif
456,one movie wont ever get boring kinda wish could forget watch first time,Pozitif
457,second viewing,Nötr
458,youll come stair,Nötr
459,parasite im love,Pozitif
460,rich people naive resentment crease,Negatif
461,parasite swept,Nötr
462,might get slightly overhyped,Nötr
463,pride shattered glass,Negatif
464,amazes time film still feel original,Pozitif
465,forever questioned love rain,Pozitif
466,ghastly contortion morality bludgeon manicured perception action one may leave audience certainly dumbfounded callous intelligence labyrinthine fracturing facade parasite unyieldingly suffocates one macabre symphony riveting account proportion emphatically inconspicuous thesis inexorable triad class psyche morality one seethingly fierce discretion injects near cerebral nature parasite already deafening opera erratically swirling ethos,Pozitif
467,april fool,Negatif
468,yall heard parasite movie pretty good,Pozitif
469,park dam see free thursday want hang thursday free please respond come free thursday hang thursday free,Pozitif
470,think agree parasite,Pozitif
471,metaphorical,Nötr
472,loved,Pozitif
473,ho really direct,Nötr
474,longest ive mother 1 bong joonho film even seen parasite still whatever reason gave older movie slightest edge parasite recent widerelease ive thinking decided preferred,Nötr
475,forgot absolutely batshit insane second hour film easily deserving best picture winner last ten year,Pozitif
476,parasite bong joonho film even upon second viewing manages deeply impress astonish complexity plot impeccable development story offer sharp penetrating look delicate theme family social class,Pozitif
477,god sooo happy amazing film best picture best director best original screenplay best international feature film tomorrow going watch amazing film remember time great film like never get kinda recognition best picture sleep better tonight bong joonho fucking deserved,Pozitif
478,familiar structure place concern lie trust lie everything net connection everything also fabricated commentary precisely imagined well detailed particular care social conflict geographic conscience class struggle moral clash voluntary servitude crooked hiccup quite funny dark,Pozitif
479,film changed life 4 year ago made love cinema,Pozitif
480,first time watching 4k parasite doubt one greatest movie ever made released last year 2010s carefully crafted talented bong joonho buy criterion nah 4k format good enough parasite film logged many time well joker american dont need remake incredible way made remembered generation cinephiles happens might well need make petition let disgraceful disgusting despicable bastard hollywood make happen,Pozitif
481,rich people discus,Pozitif
482,yeah im loss word,Nötr
483,feel like ive watched film,Pozitif
484,wish didnt watch inferior simpson parody first,Pozitif
485,even need get preamble value impact parasite truly anything hasnt already said bong joonhos magnum opus could picked better film reel 23rd birthday answer question probably two meme review third separate watch feel like fourth viewing masterpiece due proper evaluation part,Pozitif
486,parasite 2019 directed bong joon ho,Nötr
487,great film put friend neither seen great see reaction watched wish could seen packed cinema first viewing,Pozitif
488,parasite great fable social inequality also ingenious mix genre,Pozitif
489,experience bloody suspenseful one couldnt say much without feeling like im ruining,Negatif
490,saw fourth time friend,Pozitif
491,gon na give shit five star come,Negatif
492,bong joonhos parasite discreet charm bourgeoisie thriller spin heart poor cannibalize hope living lifestyle rich instead demanding change disparity rich poor though lot twist buildup firsttomiddle act pretwists probably bong finest work filmmaker precise machinelike funny biting satire respect rich receive simply rich seemingly possessing identifiable human quality impressive house famous architect,Pozitif
493,korean film continue raising bar cinema,Nötr
494,bong joon ho film ranked,Nötr
495,oxford major document forgery sister would top class,Pozitif
496,know kind plan never fails plan plan know life planned look around think people made plan sleep sport hall sleeping together floor there need plan cant go wrong plan dont need make plan anything doesnt matter happen next even kill someone betray country nobody care got,Pozitif
497,world tour 2020,Nötr
498,first time watched knew something special like nothing ever seen im making way bong filmography realized thats common reaction movie matter genre make film within something brand new he truly treasure,Pozitif
499,jessica child,Nötr
500,sudden shift comedy horror treat,Pozitif
501,utterly stunned completely awe ive watched bong joonhos parasite incapsulates poverty scale like film ive ever seen hero villain there happy ending there neverending ladder disparity everyone climb eat single crum wealth,Pozitif
502,watched aunt never seen pretty wealthy course end turned go weird shocked weird gasped didnt kill mr park nothing wrong,Negatif
503,missed back february released cinema remember thing guess im pretty late party held went knowing little possible well likely favourite film 2020,Pozitif
504,slowly becoming one favourite film honestly,Pozitif
505,mr kim cured anxiety reassuring cant go wrong plan,Pozitif
506,cant explain tense movie made feel never really seen anything quite like,Pozitif
507,pretty friggin great twisted hilarious edge seat 80 runtime thoughtprovoking filled brim great performance totally understand film garnering praise,Pozitif
508,fan bong joonho excited see film im glad able soon could especially considering particularly excited see making another korean language film film somehow lived already immense hype surrounding cannes elsewhere blowing away probably best film possibly best film year,Pozitif
509,favourite film year far watch get chance never saw anything quite like cant wait watch,Pozitif
510,dont blatantly spoil anything specific wouldnt read would like go completely blind suppose,Negatif
511,woah holy shit consequence socioeconomic class inequality portrayed horrific vicious way political executed subtle way spoken modern cinematic masterpiece bong joonho take bow,Negatif
512,maybe real parasite friend made along way,Pozitif
513,watch every movie twice realize brilliant,Pozitif
514,right know know,Nötr
515,class consciousness 2010s deserves lucid incisive critique capital way warp mind trite uslevel allegory aint fam,Negatif
516,12 year old sleepover rich friend house ate candy,Pozitif
517,incredible piece standout foreign cinema utterly compelling packed brilliant artistic choice symbolism masterpiece,Pozitif
518,spell bong joonho,Nötr
519,masterfully created else could give except 5 star mickey 17 lot live,Pozitif
520,fascinating thing film watching think oh possibly good watch actually even better people say,Pozitif
521,cool academy get right,Pozitif
522,ill never get tired watching,Negatif
523,parasite done ask film fuck glad,Negatif
524,dont call si filthy bitch,Negatif
525,thats peach,Nötr
526,fantastic loved joonho nail one perfect mixture suspense terror comedy thing keeping giving 5 star much movie telegraphed still great ride,Pozitif
527,masterpiece parasite deserves praise award received really refreshing see truly deserving movie receive kind feedback,Pozitif
528,could understand saying,Nötr
529,arguably cowriter director bong joonhos accomplished work filmmaker date parasite film life immense hype leading well mainly film twitter mutuals somehow manages surpass even shatter rewarding viewer uncomfortably hilarious unapologetically bleak powerfully acted satirical thriller thats wildly unpredictable staggeringly wellcrafted,Pozitif
530,id right next kijung smoking cigarette cause hell else,Negatif
531,here announcement im proud announce tonight relaunch global film podcast featuring weekly roundtable letterboxd user critic variety indiewire among others cinephiles filmmaker discus everything new release award prediction check slate rest year scroll end youd like sign guest star future episode,Pozitif
532,dont much say havent already heard im gon na say dog bed call cinema,Nötr
533,people stair,Nötr
534,2019 year movie,Nötr
535,know word masterpiece get thrown around lot day,Pozitif
536,know kind plan never fails plan plan know life planned,Pozitif
537,watched one friendfinished 5am immediately proceeded walk world trade center got back 8am,Nötr
538,previous review,Nötr
539,yes im watching movie late part didnt think could live hype pleasantly surprised top 20 sure,Pozitif
540,rich people naive resentment crease,Negatif
541,citizen kane film,Nötr
542,perfect movie exists called parasite,Pozitif
543,parasite two side cinematic coin first half rousing characterdriven social satire second expertly directed social thriller first viewing felt little distanced second half character peelbacks stopped reaction heightened situation second viewing knowing going bong joonho achieves hit harder two half have nots two genre two viewing make whole even rewarding even little perfect stand applaud whole elaborate plan go without hitch first sign trouble dad say plan dont work,Pozitif
544,fucking peak fuckkkkk bong joonho,Nötr
545,well wasnt peachy,Pozitif
546,without doubt easiest 5 star rating ive ever given film exceeds expectation every possible level even second watch popular highest rated film letterboxd good reason appeal cinephile crowd filled allegory metaphor exploring questioning underlining fundamental system always place also appeal general audience one wildly entertaining movie ever excellent usage editing original premise fascinating enough keep interest entire film find juxtaposition opposite social class pretty spot time effective nonetheless say one negative thing film would bong portrays lower class kim family people capable getting living con life also dont fully disagree portrayal way lower class powerless hierarchy capitalist society really bong portrays family lazy anything unmotivated even complete simple task folding pizza box misportrayal entire social class quickly lost insanity turn film take second half,Pozitif
547,spoiler ahead,Nötr
548,jesus fucking christ really didnt expect film get insane else expect bong joonho point goat,Negatif
549,one perfect film decade maybe even 21st century dont even think flaw like broke heart kiwoo told kijung shes person family look like live rich house eliminated first dad saving mom medal floodommgg dasong also genius never focused painting morse code connecting four related smell kiwoo writes father letter plan he going earn money join university get career marriage buy house hell able walk stair even father warned plansi sure felt,Pozitif
550,watched band today jesus movie good incredibly disarming film start wildly funny pivot gruesomely fast fully hit gut wild twist ending even twelfth time watching movie parasite hit symbolism upstairs v downstairs wealth gap extreme privilege upper class south korea well depicted visuals script imagine movie worthy best picture title,Pozitif
551,know shit good every letter title also word masterpiece,Pozitif
552,never see one enough time saw family loved somehow get better every time see notice something new time one unique film ive ever seen,Pozitif
553,even eight watch peach montage give chill,Nötr
554,academy gave movie award deserves respect,Pozitif
555,really great 2019 ranking 3132,Pozitif
556,didnt believe hype,Nötr
557,personal fuckyou anyone completed best film 2010s list first half 2019 bong joonho really saved best last huh,Pozitif
558,fuck beyond mesmerizing,Negatif
559,sick dog found ive got parasite else rewatch academy award best picture winner parasite let tell still bang really classic,Pozitif
560,wonder bong joonhos servant think film domestic staff milky lee billionaire heiress funded grandaddy made samsung im beginning think reason korean cinema taking west couldnt get away vile trash made servant would likely nonwhite immigrant medium class would pretend outraged film deranged cartoon villain cheat lie way wealthy family good grace leading manslaughter among many crime,Negatif
561,miracle avoided spoiler best part 2 year managed go completely blind thank god picture,Pozitif
562,friend dont like foreign film flat screaming entire second half ill count win,Pozitif
563,space occupy artful one light warmth stream lower one shit water flow u wont get u comprehend metaphorical,Negatif
564,ok id petty someone gave job tutoring crush wouldnt worry like fym,Nötr
565,home thats average birthday party christensen house,Pozitif
566,last 10 minute film might best ive ever seen chill,Pozitif
567,remember trmp watched shit read subtitle,Negatif
568,nice rich,Pozitif
569,fest hyperbole seems already level feel like cant honest response movie,Negatif
570,bong socioeconomic themesalso present lee burning another tale class warfare well countless korean show film pitting have havenotscan feel like specifically korean cinematic interest credited south korea uniquely rapid economic boom largely happened military dictatorship president park chunghee aggressively prioritized economic growth civil liberty turned 50 year past halfcentury watched korea develop pretty rich nation bong said like germany firstworld nation europe richer country get relative gap rich poor becomes wider get polarization think korea,Pozitif
571,ive watching bunch silly shit recently soi decided watch oscar winning movie dont get sucked,Pozitif
572,letterboxd massivelymultiplayer online strategy game friend bunch really annoying people seek apply label one selection ten row database row associated object set roughly corresponds movie already kind hazy term confused letterboxd miniseries web animation promotional video really individual commercial time tv show,Pozitif
573,overcome oneinchtall barrier subtitle youll introduced many amazing film bong joonho,Pozitif
574,know kind plan never fails plan plan know life planned,Pozitif
575,saw first date true cinephile dont even know start compliment say far away best film year consists perhaps one best written climax ever put film bong joonho total command craft excellent watch,Pozitif
576,movie never fails amaze,Negatif
577,even better second time thing bothered first time saw daughter look bed clich germandubbed version,Pozitif
578,see move sweeped oscar fucking brilliant edge seat type thriller loved every second,Pozitif
579,beautiful glass window alone win award,Pozitif
580,money iron,Nötr
581,cant wait show movie friend family classmate mailman pizza delivery guy jessica illinois future child future grandchild friend know irl expect make watch movie point,Pozitif
582,dare say korean make original movie world achievement technical scriptwise bong joonho probably one best director working today show every movie make,Pozitif
583,smart entertaining everyones hyping im fucking floored,Pozitif
584,here inevitably crushed metaphorical rock,Negatif
585,parasite chug along drift relationship situational comedy crime thriller trope film make parasite work well genre element drive many film along mere cinematic furnishing bong joon ho mini epic engaging many scene parasite committed much amusement genre filmmaking essay south korea class society feed one another,Pozitif
586,one best 2019 parasite even better upon rewatch,Pozitif
587,kims attach park parasite latch take advantage ignorance transformative nature store gripping first section runtime original premise creates room elaborate dark humour suspense bong joonho utilizes normal world family defines impeccably movie ever often fall back characteristic individual later crucial point time draw story towards unforeseen direction immaculate cinematography capture scenery two drastically contrasting household kim family gradually infests counterpart benefiting gullibility living standard start increase process parasite slowly acquiring taking away resource host figuratively presented grounded credible way realized pacing keep parasite brisk,Pozitif
588,many twist turn could barely keep,Nötr
589,someone doesnt watch ton foreign movie hard push watch shit ton hype finally came around watching man movie insane best cinematography 2019 outstanding performance amazing cast,Pozitif
590,overrated movie ive seen long time run without attendant hype parasite wouldve offered nice surprise come baggage winning palm dori misspell purpose im poor hick rich bastard like people attend festivaland oscar nomination best picture 2020 expectation high,Pozitif
591,last decade plus joonho bong mastering craft quietly judiciously like chanwook park mainstream korean filmmaker whose film snuck american pop culture bong korean film gotten better voice grows clearer,Pozitif
592,know kind plan never fails plan plan know life planned,Pozitif
593,wow brilliant may write someday ive got newly developed trust issue trauma deal,Pozitif
594,im sure foreign language film ever best picture parasite would definitely deserve sure academy ball tho well least win best foreign language film,Pozitif
595,say film absolutely perfect,Pozitif
596,click read og review,Nötr
597,guy ever think 2019 probably best year film century maybe even best ever ive thinking lot lately whatever reason,Pozitif
598,schedule return normal tomorrow say rip lee sunkyun moment apparent reason death awful matter innocent guilty charge great film sometime soon review another film,Negatif
599,way overly harsh first time watched movie glad gave rewatch though still high film vast majority population still quite brilliant,Pozitif
600,dazzling brilliant display mastery acting tone editing cinematography dialogue ending tad long guernica aint perfect either movie tell tale panache intelligence make laugh gasp horror scene way im korean american conflicted heritage whole life fan movie cared academy award almost long jane fonda announced movie big enchilada oscar wept openly dude standing next oscar party attended kept peering see okay thanks reading,Pozitif
